<CHAPTER	RgFwOr	<CHAPTER
πάντοτε	AdBa	πάντοτε
κάθε	PnIdFe03SgAc	κάθε
πρωτοβουλία	NoCmFeSgAc	πρωτοβουλία
για	AsPpSp	για
τη	AtDfFeSgAc	ο
βελτίωση	NoCmFeSgAc	βελτίωση
της	AtDfFeSgGe	ο
ασφάλειας	NoCmFeSgGe	ασφάλεια
των	AtDfFePlGe	ο
μεταφορών	NoCmFePlGe	μεταφορά
.	SENT	.

Έχουμε	VbMnIdPr01PlIpAv	έχω
ακόμη	AdBa	ακόμα
να	PtSj	να
πράξουμε	VbMnId01PlPeAv	πράττω
πολλά	AjBaNePlAc	πολύς
σε	AsPpSp	σε
αυτόν	PnDmMa03SgAc	αυτός
τον	AtDfMaSgAc	ο
τομέα	NoCmMaSgAc	τομεύς
,	COMMA	,
όπως	AdBa	όπως
απέδειξαν	VbMnIdPa03PlPeAv	αποδεικνύω
τα	AtDfNePlAc	ο
πρόσφατα	AdBa	πρόσφατα
γεγονότα	NoCmNePlAc	γεγονός
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=41	DIG	ID=41
LANGUAGE="NL	RgFwOr	<unknown>
"	QUOT	"
NAME="Bouwman">	RgFwOr	<unknown>
Κυρία	NoPrFeSgAc	Κυρία
Πρόεδρε	VbMnIdPa03SgPeAv	<unknown>
,	COMMA	,
θα	PtFu	θα
ήθελα	VbMnIdPa01SgIpAv	θέλω
να	PtSj	να
κάνω	VbMnId01SgPeAv	κάνω
μερικές	PnIdFe03PlAc	μερικοί
παρατηρήσεις	NoCmFePlAc	παρατήρηση
.	SENT	.

Κατά	AsPpSp	κατά
πρώτον	AdBa	πρώτον
,	COMMA	,
θα	PtFu	θα
ήθελα	VbMnIdPa01SgIpAv	θέλω
να	PtSj	να
ευχαριστήσω	VbMnId01SgPeAv	ευχαριστώ
τον	AtDfMaSgAc	ο
εισηγητή	NoCmMaSgAc	εισηγητής
για	AsPpSp	για
την	AtDfFeSgAc	ο
εξαιρετικά	AdBa	εξαιρετικά
ακριβή	AjBaFeSgAc	ακριβός
και	CjCo	και
τεχνικά	AjBaNePlAc	τεχνικός
περίπλοκη	AjBaFeSgAc	περίπλοκος
δουλειά	NoCmFeSgAc	δουλειά
που	PnReFe03SgNm	που
έκανε	VbMnIdPa03SgPeAv	κάνω
για	AsPpSp	για
το	AtDfNeSgAc	ο
θέμα	NoCmNeSgAc	θέμα
αυτό	PnDmNe03SgAc	αυτός
και	CjCo	και
,	COMMA	,
κατά	AsPpSp	κατά
δεύτερον	AdBa	δεύτερος
,	COMMA	,
θα	PtFu	θα
ήθελα	VbMnIdPa01SgIpAv	θέλω
να	PtSj	να
ευχαριστήσω	VbMnId01SgPeAv	ευχαριστώ
την	AtDfFeSgAc	ο
Επιτροπή	NoCmFeSgAc	επιτροπή
για	AsPpSp	για
την	AtDfFeSgAc	ο
πρόταση	NoCmFeSgAc	πρόταση
που	PnReFe03SgAc	που
υπέβαλε	VbMnIdPa03SgPeAv	υποβάλλω
.	SENT	.

Πρόκειται	VbIsIdPr03SgIpPv	πρόκειται
για	AsPpSp	για
την	AtDfFeSgAc	ο
εναρμόνιση	NoCmFeSgAc	εναρμόνιση
των	AtDfFePlGe	ο
απαιτήσεων	NoCmFePlGe	απαίτηση
εξέτασης	NoCmFeSgGe	εξέταση
,	COMMA	,
στην	AsPpPaFeSgAc	στου
ουσία	NoCmFeSgAc	ουσία
όμως	CjCo	όμως
μιλάμε	VbMnIdPr01PlIpAv	μιλάω
και	CjCo	και
για	AsPpSp	για
τις	AtDfFePlAc	ο
στοιχειώδεις	AjBaFePlAc	στοιχειώδης
απαιτήσεις	NoCmFePlAc	απαίτηση
.	SENT	.

Κατά	AsPpSp	κατά
κάποιον	PnIdMa03SgAc	κάποιος
τρόπο	NoCmMaSgAc	τρόπος
αυτό	PnDmNe03SgNm	αυτός
είναι	VbMnIdPr03SgIpPv	είμαι
κρίμα	NoCmNeSgAc	κρίμα
.	SENT	.

Η	AtDfFeSgNm	ο
σημασία	NoCmFeSgNm	σημασία
της	AtDfFeSgGe	ο
ασφάλειας	NoCmFeSgGe	ασφάλεια
στο	AsPpPaNeSgAc	στου
οδικό	AjBaNeSgAc	οδικός
και	CjCo	και
το	AtDfNeSgNm	ο
σιδηροδρομικό	AjBaNeSgNm	σιδηροδρομικός
δίκτυο	NoCmNeSgNm	δίκτυο
ή	CjCo	ή
στις	AsPpPaFePlAc	στου
εσωτερικές	AjBaFePlAc	εσωτερικός
πλωτές	AjBaMaPlNm	πλωτός
οδούς	NoCmMaSgNm	οδούς
είναι	VbMnIdPr03SgIpPv	είμαι
βεβαίως	AdBa	βέβαια
πάρα	AdBa	πάρα
πολύ	AdBa	πολύ
μεγάλη	AjBaFeSgNm	μεγάλος
και	CjCo	και
με	AsPpSp	με
δεδομένο	NoCmNeSgAc	δεδομένο
το	AtDfMaSgAc	ο
διεθνή	AjBaMaSgAc	διεθνής
χαρακτήρα	NoCmMaSgGe	χαρακτήρ
του	AtDfMaSgGe	ο
κλάδου	NoCmMaSgGe	κλάδος
αυτού	PnDmMa03SgGe	αυτός
,	COMMA	,
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
υπάρξει	VbMnId03SgPeAv	υπάρχω
εναρμόνιση	NoCmFeSgNm	εναρμόνιση
της	AtDfFeSgGe	ο
εκπαίδευσης	NoCmFeSgGe	εκπαίδευση
των	AtDfMaPlGe	ο
συμβούλων	NoCmMaPlGe	σύμβουλος
ασφαλείας	NoCmFeSgGe	ασφάλεια
,	COMMA	,
όπως	AdBa	όπως
και	CjCo	και
των	AtDfFePlGe	ο
απαιτήσεων	NoCmFePlGe	απαίτηση
,	COMMA	,
για	AsPpSp	για
παράδειγμα	NoCmNeSgAc	παράδειγμα
της	AtDfFeSgGe	ο
νέας	AjBaFeSgGe	νέος
Ευρωπαϊκής	AjBaFeSgGe	ευρωπαϊκός
Συμφωνίας	NoCmFeSgGe	συμφωνία
για	AsPpSp	για
τις	AtDfFePlAc	ο
διεθνείς	AjBaFePlAc	διεθνής
οδικές	AjBaFePlAc	οδικός
μεταφορές	NoCmFePlAc	μεταφορά
επικίνδυνων	AjBaNePlGe	επικίνδυνος
εμπορευμάτων	NoCmNePlGe	εμπόρευμα
που	PnReNe03PlNm	που
θα	PtFu	θα
καθιερωθεί	VbMnId03SgPePv	καθιερώνω
.	SENT	.

<P>	RgFwOr	<unknown>
Αυτό	PnDmNe03SgNm	αυτός
είναι	VbMnIdPr03SgIpPv	είμαι
σημαντικό	AjBaNeSgNm	σημαντικός
,	COMMA	,
το	AtDfNeSgNm	ο
ίδιο	AjBaNeSgNm	ίδιος
ισχύει	VbMnIdPr03SgIpAv	ισχύω
όμως	CjCo	όμως
και	CjCo	και
για	AsPpSp	για
την	AtDfFeSgAc	ο
εφαρμογή	NoCmFeSgAc	εφαρμογή
και	CjCo	και
υπάρχουν	VbMnIdPr03PlIpAv	υπάρχω
βεβαίως	AdBa	βέβαια
ορισμένοι	AjBaMaPlNm	ορισμένος
λόγοι	NoCmMaPlNm	λόγος
για	AsPpSp	για
τους	AtDfMaPlAc	ο
οποίους	PnReMa03PlAc	οποίος
θα	PtFu	θα
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
δώσουμε	VbMnId01PlPeAv	δίνω
ιδιαίτερη	AjCpFeSgAc	ιδιαίτερος
προσοχή	NoCmFeSgAc	προσοχή
στο	AsPpPaNeSgAc	στου
θέμα	NoCmNeSgAc	θέμα
.	SENT	.

Αναλογιστείτε	VbMnIdPr02PlIpAv	αναλογίζομαι
τα	AtDfNePlAc	ο
ατυχήματα	NoCmNePlAc	ατύχημα
που	PnReNe03PlNm	που
συνέβησαν	VbMnIdPa03PlPeAv	συμβαίνω
στους	AsPpPaMaPlAc	στου
δρόμους	NoCmMaPlAc	δρόμος
τα	AtDfNePlAc	ο
τελευταία	AjBaNePlAc	τελευταίος
χρόνια	NoCmNePlAc	χρόνος
,	COMMA	,
για	AsPpSp	για
παράδειγμα	NoCmNeSgAc	παράδειγμα
,	COMMA	,
στο	AsPpPaNeSgAc	στου
Βέλγιο	NoPrNeSgAc	Βέλγιο
,	COMMA	,
την	AtDfFeSgAc	ο
Ολλανδία	NoPrFeSgAc	Ολλανδία
και	CjCo	και
ορισμένες	AjBaFePlAc	ορισμένος
άλλες	PnIdFe03PlAc	άλλος
χώρες	NoCmFePlAc	χώρα
,	COMMA	,
όπου	AdBa	όπου
,	COMMA	,
ενώ	CjCo	ενώ
επικρατούσε	VbMnIdPa03SgIpAv	επικρατώ
ομίχλη	NoCmFeSgAc	ομίχλη
,	COMMA	,
φορτηγά	AjBaNePlAc	φορτηγός
οχήματα	NoCmNePlAc	όχημα
που	PnReNe03PlNm	που
μετέφεραν	VbMnIdPa03PlPeAv	μεταφέρω
επικίνδυνες	AjBaFePlAc	επικίνδυνος
ουσίες	NoCmFePlAc	ουσία
,	COMMA	,
συνέχισαν	VbMnIdPa03PlPeAv	συνεχίζω
την	AtDfFeSgAc	ο
πορεία	NoCmFeSgAc	πορεία
τους	PnPoMa03PlGe	μου
τη	AtDfFeSgAc	ο
στιγμή	NoCmFeSgAc	στιγμή
που	AdBa	που
θα	PtFu	θα
έπρεπε	VbIsIdPa03SgIpAv	πρέπει
βεβαίως	AdBa	βέβαια
να	PtSj	να
είχαν	VbMnIdPa03PlIpAv	έχω
σταματήσει	VbMnNfPeAv	σταματάω
στην	AsPpPaFeSgAc	στου
άκρη	NoCmFeSgAc	άκρη
του	AtDfMaSgGe	ο
δρόμου	NoCmMaSgGe	δρόμος
.	SENT	.

Σκεφτείτε	VbMnId02PlPePv	σκέφτομαι
τους	AtDfMaPlAc	ο
καπετάνιους	AjBaMaPlAc	καπετάνιος
που	PnReMa03PlNm	που
έρχονται	VbMnIdPr03PlIpPv	έρχομαι
με	AsPpSp	με
πλοία	NoCmNePlAc	πλοίο
από	AsPpSp	από
την	AtDfFeSgAc	ο
Ανατολική	AjBaFeSgAc	ανατολικός
Ευρώπη	NoPrFeSgAc	Ευρώπη
και	CjCo	και
που	PnReMa03PlNm	που
αγκυροβολούν	VbMnIdPr03PlIpAv	αγκυροβολάω
δίπλα	AdBa	δίπλα
σε	AsPpSp	σε
άλλα	PnIdNe03PlAc	άλλος
πλοία	NoCmNePlAc	πλοίο
εδώ	AdBa	εδώ
,	COMMA	,
με	AsPpSp	με
αποτέλεσμα	NoCmNeSgAc	αποτέλεσμα
να	PtSj	να
δημιουργούνται	VbMnIdPr03PlIpPv	δημιουργώ
επικίνδυνες	AjBaFePlNm	επικίνδυνος
καταστάσεις	NoCmFePlNm	κατάσταση
που	PnReFe03PlNm	που
όλοι	AjBaMaPlNm	όλος
μας	PnPeMa01PlAcWe	εγώ
μπορούμε	VbMnIdPr01PlIpAv	μπορώ
να	PtSj	να
δούμε	VbMnId01PlPeAv	βλέπω
.	SENT	.

<P>	RgFwOr	<unknown>
Παράλληλα	AdBa	παράλληλα
,	COMMA	,
από	AsPpSp	από
έρευνες	NoCmFePlAc	έρευνα
που	PnReFe03PlNm	που
πραγματοποιήθηκαν	VbMnIdPa03PlPePv	πραγματοποιώ
στα	AsPpPaNePlAc	στου
λιμάνια	NoCmNePlAc	λιμάνι
του	AtDfNeSgGe	ο
Βελγίου	NoPrNeSgGe	Βέλγιο
,	COMMA	,
της	AtDfFeSgGe	ο
Φινλανδίας	NoPrFeSgGe	Φιλανδία
αλλά	CjCo	αλλά
και	CjCo	και
της	AtDfFeSgGe	ο
Ιαπωνίας	NoPrFeSgGe	Ιαπωνία
,	COMMA	,
προκύπτει	VbMnIdPr03SgIpAv	προκύπτω
ότι	CjSb	ότι
50_%	DIG	50_%
των	AtDfNePlGe	ο
εμπορευματοκιβωτίων	NoCmNePlGe	εμπορευματοκιβωτίων
,	COMMA	,
που	PnReNe03PlNm	που
περιέχουν	VbMnIdPr03PlIpAv	περιέχω
κατά	AsPpSp	κατά
ένα	AtIdNeSgAc	ένας
μέρος	NoCmNeSgAc	μέρος
επικίνδυνο	AjBaNeSgAc	επικίνδυνος
φορτίο	NoCmNeSgAc	φορτίο
,	COMMA	,
δεν	PtNg	δεν
παραδίδεται	VbMnIdPr03SgIpPv	παραδίνω
με	AsPpSp	με
τον	AtDfMaSgAc	ο
σωστό	AjBaMaSgAc	σωστός
τρόπο	NoCmMaSgAc	τρόπος
.	SENT	.

Εν	AsPpSp	εν
ολίγοις	AjBaNePlDa	ολίγοις
,	COMMA	,
η	AtDfFeSgNm	ο
σημασία	NoCmFeSgNm	σημασία
του	AtDfNeSgGe	ο
θέματος	NoCmNeSgGe	θέμα
είναι	VbMnIdPr03SgIpPv	είμαι
μεγάλη	AjBaFeSgNm	μεγάλος
.	SENT	.

<P>	RgFwOr	<unknown>
Αν	CjSb	αν
κοιτάξουμε	VbMnId01PlPeAv	κοιτώ
την	AtDfFeSgAc	ο
κατάσταση	NoCmFeSgAc	κατάσταση
των	AtDfMaPlGe	ο
συμβούλων	NoCmMaPlGe	σύμβουλος
ασφαλείας	NoCmFeSgGe	ασφάλεια
,	COMMA	,
θα	PtFu	θα
διαπιστώσουμε	VbMnId01PlPeAv	διαπιστώνω
ότι	CjSb	ότι
,	COMMA	,
από	AsPpSp	από
την	AtDfFeSgAc	ο
1η_Ιανουαρίου	DATE	1η_Ιανουαρίου
,	COMMA	,
σε	AsPpSp	σε
ορισμένες	AjBaFePlAc	ορισμένος
χώρες	NoCmFePlAc	χώρα
είναι	VbMnIdPr03SgIpPv	είμαι
πλέον	AdBa	πλέον
υποχρεωτικό	AjBaNeSgNm	υποχρεωτικός
να	PtSj	να
υπάρχει	VbMnIdPr03SgIpAv	υπάρχω
στις	AsPpPaFePlAc	στου
επιχειρήσεις	NoCmFePlAc	επιχείρηση
ένας	AtIdMaSgNm	ένας
σύμβουλος	NoCmMaSgNm	σύμβουλος
ασφαλείας	NoCmFeSgGe	ασφάλεια
.	SENT	.

Έτσι	AdBa	έτσι
,	COMMA	,
δημιουργούνται	VbMnIdPr03PlIpPv	δημιουργώ
σοβαρά	AdBa	σοβαρά
προβλήματα	NoCmNePlAc	πρόβλημα
όσον	AdBa	όσο
αφορά	VbIsIdPr03SgIpAv	αφορώ
την	AtDfFeSgAc	ο
τήρηση	NoCmFeSgAc	τήρηση
των	AtDfFePlGe	ο
διατάξεων	NoCmFePlGe	διάταξη
,	COMMA	,
ιδιαίτερα	AdBa	ιδιαίτερα
σε	AsPpSp	σε
μικρές	AjBaFePlAc	μικρός
επιχειρήσεις	NoCmFePlAc	επιχείρηση
που	PnReFe03PlNm	που
δεν	PtNg	δεν
μπορούν	VbMnIdPr03PlIpAv	μπορώ
να	PtSj	να
αντιμετωπίσουν	VbMnId03PlPeAv	αντιμετωπίζω
το	AtDfNeSgAc	ο
κόστος	NoCmNeSgAc	κόστος
.	SENT	.

Οι	AtDfFePlNm	ο
επιχειρήσεις	NoCmFePlNm	επιχείρηση
αυτές	PnDmFe03PlNm	αυτός
,	COMMA	,
είτε	CjCo	είτε
απαλλάσσονται	VbMnIdPr03PlIpPv	απαλλάσσω
από	AsPpSp	από
τα	AtDfNePlAc	ο
φορτία	NoCmNePlAc	φορτίο
τους	PnPoMa03PlGe	μου
,	COMMA	,
είτε	CjCo	είτε
τα	PnPeNe03PlAcWe	εγώ
αναμιγνύουν	VbMnIdPr03PlIpAv	αναμιγνύω
με	AsPpSp	με
άλλα	PnIdNe03PlNm	άλλος
φορτία	NoCmNePlAc	φορτίο
,	COMMA	,
με	AsPpSp	με
αποτέλεσμα	NoCmNeSgAc	αποτέλεσμα
να	PtSj	να
προκύπτουν	VbMnIdPr03PlIpAv	προκύπτω
ορισμένα	AjBaNePlAc	ορισμένος
προβλήματα	NoCmNePlAc	πρόβλημα
.	SENT	.

Για	AsPpSp	για
αυτό	PnDmMa03SgAc	αυτός
το	AtDfMaSgAc	ο
λόγο	NoCmMaSgAc	λόγος
ζητείται	VbMnIdPr03SgIpPv	ζητάω
να	PtSj	να
συμπεριληφθούν	VbMnId03PlPePv	συμπεριλαμβάνω
ενδεχομένως	AdBa	ενδεχομένως
στα	AsPpPaNePlAc	στου
πιστοποιητικά	NoCmNePlAc	πιστοποιητικό
ISO	RgFwOr	ISO
9002	DIG	9002
οι	AtDfFePlNm	ο
δραστηριότητες	NoCmFePlNm	δραστηριότητα
αυτές	PnDmFe03PlNm	αυτός
,	COMMA	,
υπό	AsPpSp	υπό
τη	AtDfFeSgAc	ο
μορφή	NoCmFeSgAc	μορφή
ετήσιων	AjBaFePlGe	ετήσιος
εκθέσεων	NoCmFePlGe	έκθεση
και	CjCo	και
επιχειρησιακών	AjBaFePlGe	επιχειρησιακός
αναλύσεων	NoCmFePlGe	ανάλυση
.	SENT	.

<P>	RgFwOr	<unknown>
Η	AtDfFeSgNm	ο
δουλειά	NoCmFeSgNm	δουλειά
έχει	VbMnIdPr03SgIpAv	έχω
γίνει	VbMnNfPePv	γίνομαι
,	COMMA	,
πρέπει	VbIsIdPr03SgIpAv	πρέπει
τώρα	AdBa	τώρα
να	PtSj	να
ακολουθήσει	VbMnId03SgPeAv	ακολουθώ
και	CjCo	και
η	AtDfFeSgNm	ο
τήρηση	NoCmFeSgNm	τήρηση
των	AtDfFePlGe	ο
διατάξεων	NoCmFePlGe	διάταξη
.	SENT	.

Επιτρέψτε	VbMnMp02PlPeAv	επιτρέπω
μου	PnPoMa01SgGe	μου
να	PtSj	να
θίξω	VbMnId01SgPeAv	θίγω
και	CjCo	και
ένα	AtIdNeSgNm	ένας
τελευταίο	AjBaNeSgNm	τελευταίος
σημείο	NoCmNeSgNm	σημείο
.	SENT	.

Όσον	AdBa	όσο
αφορά	VbIsIdPr03SgIpAv	αφορώ
την	AtDfFeSgAc	ο
τήρηση	NoCmFeSgAc	τήρηση
των	AtDfFePlGe	ο
διατάξεων	NoCmFePlGe	διάταξη
,	COMMA	,
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
συναφθούν	VbMnId03PlPePv	συνάπτω
καλές	AjBaFePlNm	καλός
συμφωνίες	NoCmFePlNm	συμφωνία
με	AsPpSp	με
τις	AtDfFePlAc	ο
χώρες	NoCmFePlAc	χώρα
της	AtDfFeSgGe	ο
Ανατολικής	AjBaFeSgGe	ανατολικός
Ευρώπης	NoPrFeSgGe	Ευρώπη
,	COMMA	,
γιατί	CjSb	γιατί
οι	AtDfFePlNm	ο
χώρες	NoCmFePlNm	χώρα
αυτές	PnDmFe03PlNm	αυτός
θα	PtFu	θα
προσχωρήσουν	VbMnId03PlPeAv	προσχωρώ
στις	AsPpPaFePlAc	στου
σχετικές	AjBaFePlAc	σχετικός
συνθήκες	NoCmFePlAc	συνθήκη
από	AsPpSp	από
1ης_Ιουλίου_2001	DATE	1ης_Ιουλίου_2001
,	COMMA	,
δηλαδή	AdBa	δηλαδή
μετά	AdBa	μετά
από	AsPpSp	από
ενάμισι	NmCdMaPlGeAj	ενάμισι
χρόνο	NoCmMaSgAc	χρόνος
.	SENT	.

Το	AtDfNeSgNm	ο
γεγονός	NoCmNeSgNm	γεγονός
αυτό	PnDmNe03SgNm	αυτός
τους	PnPeMa03PlGeWe	εγώ
παρέχει	VbMnIdPr03SgIpAv	παρέχω
ένα	AtIdNeSgAc	ένας
προσωρινό	AjBaNeSgAc	προσωρινός
ανταγωνιστικό	AjBaNeSgAc	ανταγωνιστικός
πλεονέκτημα	NoCmNeSgAc	πλεονέκτημα
.	SENT	.

Το	AtDfNeSgNm	ο
γεγονός	NoCmNeSgNm	γεγονός
αυτό	PnDmMa03SgAc	αυτός
καθεαυτό	NoCmMaSgAc	καθεαυτό
δεν	PtNg	δεν
είναι	VbMnIdPr03SgIpPv	είμαι
κακό	AjBaNeSgNm	κακός
,	COMMA	,
αυτό	PnDmNe03SgNm	αυτός
όμως	CjCo	όμως
που	PnReNe03SgNm	που
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
κάνουμε	VbMnId01PlPeAv	κάνω
εμείς	PnPeMa01PlNmSt	εγώ
είναι	VbMnIdPr03SgIpPv	είμαι
να	PtSj	να
δώσουμε	VbMnId01PlPeAv	δίνω
προτεραιότητα	NoCmFeSgAc	προτεραιότητα
στις	AsPpPaFePlAc	στου
πτυχές	NoCmFePlAc	πτυχή
της	AtDfFeSgGe	ο
ασφάλειας	NoCmFeSgGe	ασφάλεια
για	AsPpSp	για
τις	AtDfFePlAc	ο
μεταφορές	NoCmFePlAc	μεταφορά
προϊόντων	NoCmNePlGe	προϊόν
μέσω	AsPpSp	μέσω
των	AtDfFePlGe	ο
οδικών	AjBaFePlGe	οδικός
και	CjCo	και
σιδηροδρομικών	AjBaFePlGe	σιδηροδρομικός
αρτηριών	NoCmFePlGe	αρτηρία
και	CjCo	και
των	AtDfFePlGe	ο
εσωτερικών	AjBaFePlGe	εσωτερικός
πλωτών	AjBaFePlGe	πλωτός
οδών	NoCmFePlGe	οδός
και	CjCo	και
να	PtSj	να
ενσωματώσουμε	VbMnId01PlPeAv	ενσωματώνω
αυτές	PnDmFe03PlAc	αυτός
τις	AtDfFePlAc	ο
πτυχές	NoCmFePlAc	πτυχή
το	AtDfNeSgAc	ο
ταχύτερο	AjCpNeSgAc	ταχύς
δυνατό	AjBaNeSgAc	δυνατός
ως	AdBa	ως
μέρος	NoCmNeSgAc	μέρος
του	AtDfNeSgGe	ο
κεκτημένου	NoCmNeSgGe	κτώμαι
,	COMMA	,
και	CjCo	και
να	PtSj	να
τις	PnPeFe03PlAcWe	εγώ
υποβάλουμε	VbMnId01PlPeAv	υποβάλλω
στις	AsPpPaFePlAc	στου
υποψήφιες	AjBaFePlAc	υποψήφιος
χώρες	NoCmFePlAc	χώρα
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=42	DIG	ID=42
LANGUAGE="NL	RgFwOr	<unknown>
"	QUOT	"
NAME="Van	RgFwOr	<unknown>
Dam">	RgFwOr	<unknown>
Κυρία	NoPrFeSgAc	Κυρία
Πρόεδρε	VbMnIdPa03SgPeAv	<unknown>
,	COMMA	,
ορθώς	AdBa	ορθά
εφιστάται	VbMnIdPr03SgIpPv	εφιστάται
τακτικά	AjBaMaNvNv	τακτικός
στο	AsPpPaNeSgAc	στου
Σώμα	NoCmNeSgAc	σώμα
η	AtDfFeSgNm	ο
προσοχή	NoCmFeSgNm	προσοχή
των	AtDfNePlGe	ο
μελών	NoCmNePlGe	μέλος
στη	AsPpPaFeSgAc	στου
σημασία	NoCmFeSgAc	σημασία
της	AtDfFeSgGe	ο
ασφάλειας	NoCmFeSgGe	ασφάλεια
των	AtDfFePlGe	ο
μεταφορών	NoCmFePlGe	μεταφορά
.	SENT	.

Η	AtDfFeSgNm	ο
συνεχής	AjBaFeSgNm	συνεχής
αύξηση	NoCmFeSgNm	αύξηση
των	AtDfFePlGe	ο
ποσοτήτων	NoCmFePlGe	ποσότητα
εμπορευμάτων	NoCmNePlGe	εμπόρευμα
που	PnReNe03PlNm	που
διακινούνται	VbMnIdPr03PlIpPv	διακινώ
στην	AsPpPaFeSgAc	στου
Ευρώπη	NoPrFeSgAc	Ευρώπη
συνεπάγεται	VbMnIdPr03SgIpPv	συνεπάγομαι
ορισμένους	AjBaMaPlAc	ορισμένος
κινδύνους	NoCmMaPlAc	κίνδυνος
-	HYPHEN	-
άμεσους	AjBaMaPlAc	άμεσος
και	CjCo	και
έμμεσους	AjBaMaPlAc	έμμεσος
-	HYPHEN	-
για	AsPpSp	για
το	AtDfNeSgAc	ο
προσωπικό	NoCmNeSgAc	προσωπικό
του	AtDfMaSgGe	ο
κλάδου	NoCmMaSgGe	κλάδος
και	CjCo	και
τον	AtDfMaSgAc	ο
κοινωνικό	AjBaMaSgAc	κοινωνικός
περίγυρο	NoCmMaSgAc	περίγυρος
.	SENT	.

<P>	RgFwOr	<unknown>
Συνεπώς	AdBa	συνεπώς
,	COMMA	,
αυτοί	PnDmMa03PlNm	αυτός
που	PnReMa03PlNm	που
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
αντιμετωπίζουν	VbMnIdPr03PlIpAv	αντιμετωπίζω
τους	AtDfMaPlAc	ο
κινδύνους	NoCmMaPlAc	κίνδυνος
αυτούς	PnDmMa03PlAc	αυτός
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
πληρούν	VbMnIdPr03PlIpAv	πληρώ
υψηλά	AjBaNePlAc	ψηλός
πρότυπα	NoCmNePlAc	πρότυπο
.	SENT	.

Τα	AtDfNePlNm	ο
πρότυπα	NoCmNePlNm	πρότυπο
που	PnReNe03PlNm	που
έχουν	VbMnIdPr03PlIpAv	έχω
καθοριστεί	VbMnNfPePv	καθορίζω
σε	AsPpSp	σε
μια	AtIdFeSgAc	ένας
άλλη	PnIdFe03SgAc	άλλος
οδηγία	NoCmFeSgAc	οδηγία
,	COMMA	,
την	AtDfFeSgAc	ο
οδηγία	NoCmFeSgAc	οδηγία
95/35/ΕΚ	RgAn	95/35/ΕΚ
,	COMMA	,
μοιάζουν	VbMnIdPr03PlIpAv	μοιάζω
να	PtSj	να
επαρκούν	VbMnIdPr03PlIpAv	επαρκώ
προκειμένου	AdBa	προκειμένου
να	PtSj	να
δοθούν	VbMnId03PlPePv	δίνω
υπεύθυνες	AjBaFePlNm	υπεύθυνος
συμβουλές	NoCmFePlNm	συμβουλή
στους	AsPpPaMaPlAc	στου
ενδιαφερόμενους	AjBaMaPlAc	ενδιαφερόμενος
για	AsPpSp	για
τη	AtDfFeSgAc	ο
μεταφορά	NoCmFeSgAc	μεταφορά
επικίνδυνων	AjBaNePlGe	επικίνδυνος
εμπορευμάτων	NoCmNePlGe	εμπόρευμα
.	SENT	.

Χαίρομαι	VbMnIdPr03SgIpPv	χαίρω
που	PnReFe03SgNm	που
επετεύχθη	VbMnIdPa03SgPePv	επετεύχθη
συμφωνία	NoCmFeSgNm	συμφωνία
με	AsPpSp	με
το	AtDfNeSgAc	ο
Συμβούλιο	NoCmNeSgAc	συμβούλιο
σχετικά	AdBa	σχετικά
με	AsPpSp	με
τις	AtDfFePlAc	ο
στοιχειώδεις	AjBaFePlAc	στοιχειώδης
απαιτήσεις	NoCmFePlAc	απαίτηση
για	AsPpSp	για
τους	AtDfMaPlAc	ο
όρους	NoCmMaPlAc	όρος
εξέτασής	NoCmFeSgGe	εξέταση
τους	PnPoMa03PlGe	μου
,	COMMA	,
παρ	AsPpSp	παρά
'	QUOT	'
όλο	AdBa	όλο
που	CjSb	που
θα	PtFu	θα
προτιμούσα	VbMnIdPa01SgIpAv	προτιμώ
να	PtSj	να
είχαν	VbMnIdPa03PlIpAv	έχω
καθιερωθεί	VbMnNfPePv	καθιερώνω
ενιαία	AjBaNePlNm	ενιαίος
πρότυπα	NoCmNePlNm	πρότυπο
και	CjCo	και
τμήματα	NoCmNePlAc	τμήμα
,	COMMA	,
έτσι	AdBa	έτσι
ώστε	CjSb	ώστε
τα	AtDfNePlNm	ο
διπλώματα	NoCmNePlNm	δίπλωμα
να	PtSj	να
είναι	VbMnIdPr03PlIpPv	είμαι
διεθνώς	AdBa	διεθνώς
ισότιμα	AdBa	ισότιμα
.	SENT	.

Όμως	AdBa	όμως
,	COMMA	,
αυτό	PnDmNe03SgNm	αυτός
φαίνεται	VbMnIdPr03SgIpPv	φαίνομαι
ότι	CjSb	ότι
είναι	VbMnIdPr03SgIpPv	είμαι
αδύνατο	AjBaNeSgNm	αδύνατος
.	SENT	.

<P>	RgFwOr	<unknown>
Τέλος	AdBa	τέλος
,	COMMA	,
η	AtDfFeSgNm	ο
τροπολογία	NoCmFeSgNm	τροπολογία
